label,image_name,x1,x2,y1,y2
[3],WP40_frame_29670.jpg,[150],[246],[325],[467]
[1],TUH_035_22_09_2020_frame_61078.jpg,[1816],[1891],[466],[758]
[1],Onepoto_20pointKAP20_2020_frame_61873.jpg,[606],[1054],[586],[799]
"[3, 3]",WP40_frame_60899.jpg,"[1218, 1247]","[1294, 1308]","[912, 940]","[1084, 1058]"
[3],WP38_frame_97342.jpg,[364],[590],[631],[1146]
"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_15050.jpg,"[36, 338, 936]","[161, 1290, 1009]","[248, 136, 253]","[393, 947, 492]"
[3],WP38_frame_72677.jpg,[1410],[1597],[405],[453]
[2],Onepoto_20pointKAP20_2020_frame_61543.jpg,[351],[519],[459],[543]
[1],TUH_035_22_09_2020_frame_60838.jpg,[1234],[1436],[476],[737]
[3],PMR74_2021_03_01_frame_4525.jpg,[581],[663],[221],[309]
[3],Rangatira_20pointKAP23_2021_frame_20575.jpg,[866],[967],[721],[960]
"[2, 2]",WP40_frame_40369.jpg,"[421, 918]","[627, 1018]","[377, 467]","[470, 508]"
[1],WP40_frame_43426.jpg,[1036],[1147],[459],[520]
[3],Green_20canKAP24_2021_frame_45525.jpg,[479],[524],[-6],[159]
[3],Green_20canKAP24_2021_frame_45475.jpg,[306],[460],[-3],[115]
"[1, 2]",WP40_frame_42287.jpg,"[695, 192]","[857, 381]","[390, 832]","[582, 920]"
"[1, 1, 1]",WP38_frame_58501.jpg,"[1003, 1020, 1088]","[1343, 1211, 1184]","[643, 681, 783]","[1040, 1134, 1047]"
"[3, 3, 3]",WP54_frame_83736.jpg,"[914, 998, 1558]","[1202, 1326, 1878]","[530, 531, 569]","[766, 767, 747]"
"[1, 1]",KPT_017_2021_02_26_frame_28887.jpg,"[742, 840]","[910, 1050]","[617, 633]","[753, 698]"
"[1, 1]",PMR12_2012_frame_47652.jpg,"[327, 411]","[475, 552]","[352, 151]","[466, 295]"
[2],WP38_frame_101658.jpg,[1652],[1911],[630],[889]
[1],Onepoto_20pointKAP20_2020_frame_54545.jpg,[765],[879],[653],[801]
"[1, 1, 1]",Onepoto_20pointKAP20_2020_frame_54005.jpg,"[426, 747, 776]","[569, 1042, 1078]","[467, 466, 533]","[842, 545, 854]"
[1],TUH_035_22_09_2020_frame_79540.jpg,[1172],[1410],[587],[777]
[3],WP40_frame_39410.jpg,[210],[334],[943],[1012]
"[3, 3]",WP54_frame_83796.jpg,"[952, 1488]","[1315, 1946]","[544, 589]","[773, 744]"
"[3, 3]",Rangatira_20pointKAP23_2021_frame_27275.jpg,"[25, 131]","[61, 478]","[54, 84]","[330, 195]"
[3],Rangatira_20pointKAP23_2021_frame_37575.jpg,[234],[529],[917],[975]
[1],TUH_035_22_09_2020_frame_80559.jpg,[334],[793],[143],[466]
[3],WP54_frame_85054.jpg,[993],[1455],[580],[736]
[3],WP40_frame_113346.jpg,[507],[1868],[542],[757]
"[2, 2]",WP40_frame_31468.jpg,"[1206, 1376]","[1339, 1448]","[808, 737]","[889, 828]"
[3],WP38_frame_103216.jpg,[1756],[1960],[606],[699]
"[3, 3, 3]",PMR13_2012_frame_30689.jpg,"[95, 361, 393]","[163, 524, 497]","[83, 27, 289]","[230, 111, 473]"
"[1, 1]",KPT_017_2021_02_26_frame_29862.jpg,"[49, 475]","[226, 697]","[1, 627]","[132, 942]"
[3],Green_20canKAP24_2021_frame_45800.jpg,[802],[1180],[12],[472]
[3],Rangatira_20pointKAP23_2021_frame_39650.jpg,[837],[1075],[819],[979]
[2],WP40_frame_95754.jpg,[1329],[1589],[922],[1074]
"[2, 3, 3, 3]",WP54_frame_86553.jpg,"[1047, 1024, 1090, 1457]","[1240, 1332, 1196, 1854]","[332, 361, 351, 635]","[700, 760, 703, 933]"
[3],PMR74_2021_03_01_frame_12275.jpg,[524],[653],[885],[923]
[3],WP40_frame_107832.jpg,[1044],[1149],[462],[514]
"[1, 1]",CON28_2012_frame_32817.jpg,"[257, 279]","[338, 312]","[158, 172]","[341, 321]"
"[1, 1]",CON28_2012_frame_34435.jpg,"[260, 532]","[315, 613]","[174, 282]","[311, 421]"
[1],TUH_035_22_09_2020_frame_62397.jpg,[793],[1855],[16],[545]
[1],Onepoto_20pointKAP20_2020_frame_52657.jpg,[1147],[1789],[54],[460]
[3],DD12_2011_frame_28891.jpg,[435],[604],[7],[16]
[1],KPT_017_2021_02_26_frame_30462.jpg,[0],[140],[234],[425]
[3],Hole_20in_20the_20wall_20bayKAP16_2021_frame_24150.jpg,[987],[1281],[6],[112]
[1],TUH_035_22_09_2020_frame_82297.jpg,[1190],[1293],[221],[471]
"[1, 1, 1, 1]",CON30_2012_frame_32877.jpg,"[286, 297, 549, 591]","[669, 498, 676, 650]","[189, 187, 241, 289]","[448, 313, 457, 447]"
[1],TUH_035_22_09_2020_frame_81757.jpg,[497],[625],[648],[853]
[3],KPT_017_2021_02_26_frame_28687.jpg,[1128],[1290],[719],[892]
"[1, 2, 2]",Onepoto_20pointKAP20_2020_frame_54485.jpg,"[585, 0, 778]","[902, 215, 913]","[48, 103, 634]","[509, 260, 674]"
"[3, 3]",WP54_frame_87752.jpg,"[868, 1590]","[974, 1762]","[492, 905]","[821, 1254]"
"[1, 1, 1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_6875.jpg,"[124, 127, 565, 644, 744]","[298, 1260, 702, 852, 960]","[348, 78, 98, 530, -35]","[442, 878, 342, 636, 147]"
[1],TUH_035_22_09_2020_frame_61498.jpg,[946],[1482],[419],[629]
[2],WP40_frame_91768.jpg,[1159],[1238],[588],[649]
[3],WP54_frame_100339.jpg,[-66],[222],[356],[546]
[3],WP38_frame_84215.jpg,[583],[1101],[543],[973]
[1],Rangatira_20pointKAP23_2021_frame_19525.jpg,[251],[612],[451],[643]
"[1, 1, 1]",WP38_frame_111248.jpg,"[660, 1776, 1814]","[890, 1912, 1915]","[378, 606, 185]","[547, 777, 232]"
"[1, 1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_11975.jpg,"[169, 222, 480, 1023]","[232, 1116, 573, 1210]","[711, 54, 457, -8]","[946, 777, 609, 119]"
"[3, 3]",WP54_frame_102737.jpg,"[1089, 1400]","[1298, 1710]","[470, 884]","[879, 1033]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19550.jpg,"[81, 250, 1088]","[599, 618, 1279]","[376, 462, 2]","[635, 648, 252]"
